Time,Stock Exchange,Name,Field,Offer Price,Total Offering Value,Initial Listing Price,MarketCap
03. Nov 1999,Quotation Board (Notierungsaufnahme),BroadVision Inc., -kein-," € 71,00 ", -," € 71,00 ", -
02. Nov 1999,Prime Standard (Notierungsaufnahme),SURTECO GROUP SE, Energie & Rohstoffe,None,None," € 29,50 ", -
02. Nov 1999,General Standard (Neuemission),Panamax Aktiengesellschaft, Technologie," € 26,00 ", -," € 26,00 ", -
02. Nov 1999,Delisted (Neuemission),SinnerSchrader AG, Software," € 22,00 ", -," € 22,00 ", -
29. Okt 1999,Delisted (Neuemission),Elephant Seven AG, -kein-," € 12,50 ", -," € 12,50 ", -
28. Okt 1999,Delisted (Notierungsaufnahme),NICHIEI COMPANY LIMITED, -kein-,None,None," € 45,50 ", -
28. Okt 1999,Delisted (Neuemission),Gauss Interprise AG, -kein-," € 45,00 ", -," € 45,00 ", -
26. Okt 1999,Delisted (Neuemission),WEDECO AG, -kein-," € 7,80 ", -," € 7,80 ", -
25. Okt 1999,Delisted (Notierungsaufnahme),Celanese AG, -kein-," € 16,00 ", -," € 16,00 ", -
18. Okt 1999,General Standard (Notierungsaufnahme),Deutsche Real Estate AG, Finanzdienstleistung,None,None," € 19,00 ", -
15. Okt 1999,Delisted (Neuemission),EPCOS AG, Technologie," € 32,50 ", -," € 32,50 ", -
15. Okt 1999,Delisted (Neuemission),LIPRO AG Logistik und Information für die Produktion, -kein-," € 6,50 ", -," € 6,50 ", -
14. Okt 1999,General Standard (Neuemission),tiscon AG, Software," € 19,30 ", -," € 19,30 ", -
13. Okt 1999,Delisted (Neuemission),Dialog Semiconductor plc, Technologie," € 19,20 ", -," € 19,20 ", -
12. Okt 1999,General Standard (Neuemission),Readcrest Capital AG, Medien," € 27,50 ", -," € 27,50 ", -
11. Okt 1999,Prime Standard (Neuemission),Elmos Semiconductor SE, Technologie," € 22,00 ", -," € 22,00 ", -
07. Okt 1999,Delisted (Neuemission),Helkon Media AG, Medien," € 20,80 ", -," € 20,80 ", -
04. Okt 1999,Delisted (Neuemission),Pixelpark AG, Software," € 16,30 ", -," € 16,30 ", -
01. Okt 1999,Prime Standard (Neuemission),Fabasoft AG, Software," € 25,50 ", -," € 25,50 ", -
01. Okt 1999,Delisted (Neuemission),musicmusicmusic inc., -kein-," € 9,10 ", -," € 9,10 ", -
01. Okt 1999,General Standard (Neuemission),NorCom Information Technology GmbH & Co. KGaA, Software," € 18,50 ", -," € 18,50 ", -
28. Sep 1999,Delisted (Neuemission),mybet Holding SE, Handel," € 19,00 ", -," € 19,00 ", -
28. Sep 1999,Delisted (Neuemission),The Fantastic Company AG, Finanzdienstleistung," € 60,00 ", -," € 60,00 ", -
27. Sep 1999,Delisted (Neuemission),Sunburst Merchandising AG, Medien," € 24,30 ", -," € 24,30 ", -
27. Sep 1999,Delisted (Neuemission),GEDYS Internet Products AG, -kein-," € 9,30 ", -," € 9,30 ", -
27. Sep 1999,Delisted (Neuemission),SYSTEMATICS AG, -kein-," € 15,50 ", -," € 15,50 ", -
24. Sep 1999,Delisted (Neuemission),Trintech Group PLC, -kein-," € 12,00 ", -," € 12,00 ", -
24. Sep 1999,General Standard (Neuemission),splendid medien AG, Medien," € 25,65 ", -," € 25,65 ", -
23. Sep 1999,Delisted (Neuemission),GfK SE, Industrie," € 20,00 ", -," € 20,00 ", -
21. Sep 1999,Delisted (Neuemission),Cash Medien AG, Finanzdienstleistung," € 9,80 ", -," € 9,80 ", -
20. Sep 1999,Delisted (Neuemission),ENTRIUM DIRECT BANKERS AG, -kein-," € 16,50 ", -," € 16,50 ", -
17. Sep 1999,Prime Standard (Notierungsaufnahme),KOENIG & BAUER AG, Industrie,None,None," € 17,90 ", -
16. Sep 1999,Prime Standard (Neuemission),CANCOM SE, Software," € 21,50 ", -," € 21,50 ", -
15. Sep 1999,Delisted (Neuemission),WaveLight AG, Pharma & Gesundheit," € 15,00 ", -," € 15,00 ", -
15. Sep 1999,Prime Standard (Notierungsaufnahme),TAKKT AG, Handel,None,None," € 6,50 ", -
13. Sep 1999,Delisted (Neuemission),Constantin Film AG, Medien," € 80,00 ", -," € 80,00 ", -
13. Sep 1999,Delisted (Neuemission),7days music entertainment AG, Medien," € 19,50 ", -," € 19,50 ", -
10. Sep 1999,Delisted (Neuemission),MSH International Service AG, -kein-," € 15,15 ", -," € 15,15 ", -
09. Sep 1999,Prime Standard (Notierungsaufnahme),Wüstenrot & Württembergische AG, Versicherungen,None,None," € 44,00 ", -
07. Sep 1999,Delisted (Neuemission),PROCON MultiMedia AG, Medien," € 15,00 ", -," € 15,00 ", -
31. Aug 1999,Quotation Board (Neuemission),On Track Innovations Ltd., -kein-," € 7,50 ", -," € 7,50 ", -
25. Aug 1999,Delisted (Neuemission),DAS WERK AG, -kein-," € 43,00 ", -," € 43,00 ", -
25. Aug 1999,Delisted (Neuemission),SYNAXON AG, Handel," € 19,50 ", -," € 19,50 ", -
19. Aug 1999,Delisted (Neuemission),Jetter AG, Industrie," € 25,00 ", -," € 25,00 ", -
17. Aug 1999,Delisted (Neuemission),SCHNIGGE Wertpapierhandelsbank AG, Finanzdienstleistung," € 41,20 ", -," € 41,20 ", -
16. Aug 1999,Delisted (Notierungsaufnahme),Hypo Real Estate Bank AG, Finanzdienstleistung,None,None," € 49,25 ", -
11. Aug 1999,Delisted (Neuemission),Gigabell AG, -kein-," € 33,00 ", -," € 33,00 ", -
10. Aug 1999,Delisted (Neuemission),Private Value AG, Finanzdienstleistung," € 25,30 ", -," € 25,30 ", -
06. Aug 1999,Delisted (Neuemission),Advanced Inflight Alliance AG, Medien," € 14,50 ", -," € 14,50 ", -
30. Jul 1999,Delisted (Neuemission),UBAG Unternehmer Beteiligungen AG, Industrie," € 37,00 ", -," € 37,00 ", -
28. Jul 1999,Delisted (Neuemission),ADCON Telemetry AG, -kein-," € 8,50 ", -," € 8,50 ", -
27. Jul 1999,Delisted (Neuemission),PSB AG für Programmierung und Systemberatung, Software," € 24,50 ", -," € 24,50 ", -
26. Jul 1999,Delisted (Neuemission),MANIA Technologie AG, Industrie," € 18,00 ", -," € 18,00 ", -
21. Jul 1999,Delisted (Neuemission),ricardo.de Aktiengesellschaft, Handel," € 38,00 ", -," € 38,00 ", -
19. Jul 1999,General Standard (Neuemission),FORIS AG, Finanzdienstleistung," € 80,00 ", -," € 80,00 ", -
16. Jul 1999,Delisted (Neuemission),EMPRISE Aktiengesellschaft, Software," € 19,50 ", -," € 19,50 ", -
15. Jul 1999,Delisted (Neuemission),WWL Internet AG, -kein-," € 30,00 ", -," € 30,00 ", -
15. Jul 1999,Delisted (Notierungsaufnahme),Micronas Semiconductor Holding AG, -kein-," € 120,00 ", -," € 120,00 ", -
15. Jul 1999,Prime Standard (Neuemission),First Sensor AG, Technologie," € 17,00 ", -," € 17,00 ", -
14. Jul 1999,Prime Standard (Neuemission),KPS AG, Software," € 42,00 ", -," € 42,00 ", -
14. Jul 1999,Delisted (Neuemission),teamwork information management AG, Software," € 20,00 ", -," € 20,00 ", -
12. Jul 1999,General Standard (Neuemission),TTL Beteiligungs- und Grundbesitz AG, Finanzdienstleistung," € 32,00 ", -," € 32,00 ", -
09. Jul 1999,Quotation Board (Notierungsaufnahme),Clariant AG, -kein-,None,None," € 420,00 ", -
07. Jul 1999,Delisted (Neuemission),COMPUTERLINKS AG, Software," € 28,00 ", -," € 28,00 ", -
07. Jul 1999,Delisted (Neuemission),Met@box AG, Konsumgüter," € 48,50 ", -," € 48,50 ", -
07. Jul 1999,Delisted (Neuemission),Loewe AG, Konsumgüter," € 18,50 ", -," € 18,50 ", -
07. Jul 1999,Delisted (Neuemission),P&I Personal & Informatik AG, Software," € 12,50 ", -," € 12,50 ", -
05. Jul 1999,Delisted (Neuemission),mediantis AG, -kein-," € 55,00 ", -," € 55,00 ", -
02. Jul 1999,General Standard (Neuemission),SLEEPZ AG, Handel," € 18,00 ", -," € 18,00 ", -
01. Jul 1999,Delisted (Neuemission),AZEGO Aktiengesellschaft, Technologie," € 70,00 ", -," € 70,00 ", -
01. Jul 1999,Delisted (Neuemission),MOSAIC SOFTWARE AG, Software," € 30,00 ", -," € 30,00 ", -
28. Jun 1999,Prime Standard (Neuemission),GFT Technologies SE, Software," € 44,00 ", -," € 44,00 ", -
25. Jun 1999,Quotation Board (Notierungsaufnahme),SES Global S.A., -kein-,None,None," € 141,00 ", -
22. Jun 1999,Delisted (Notierungsaufnahme),COR AG Financial Technologies, Software," € 31,00 ", -," € 31,00 ", -
22. Jun 1999,Delisted (Neuemission),Management Data Media Systems AG, Software," € 16,50 ", -," € 16,50 ", -
21. Jun 1999,Prime Standard (Neuemission),PVA TePla AG, Industrie," € 10,70 ", -," € 10,70 ", -
18. Jun 1999,Quotation Board (Notierungsaufnahme),Pankl Racing Systems AG, -kein-," € 41,00 ", -," € 41,00 ", -
17. Jun 1999,Delisted (Neuemission),Abwicklungsgesellschaft Innovativ-digitale Medien AG, Software," € 23,00 ", -," € 23,00 ", -
16. Jun 1999,Delisted (Neuemission),ISRA VISION Parsytec AG, -kein-," € 30,00 ", -," € 30,00 ", -
16. Jun 1999,Delisted (Neuemission),EUROMED AG, Software," € 8,50 ", -," € 8,50 ", -
16. Jun 1999,Delisted (Neuemission),Hansa Group AG, Chemie," € 21,40 ", -," € 21,40 ", -
15. Jun 1999,Delisted (Neuemission),Kabel New Media AG, Software," € 17,00 ", -," € 17,00 ", -
14. Jun 1999,Delisted (Neuemission),BEKO HOLDING AG, Technologie," € 56,00 ", -," € 56,00 ", -
14. Jun 1999,Delisted (Neuemission),vwd Vereinigte Wirtschaftsdienste AG, Software," € 30,00 ", -," € 30,00 ", -
14. Jun 1999,Delisted (Neuemission),Stinnes AG, -kein-," € 15,00 ", -," € 15,00 ", -
10. Jun 1999,Delisted (Neuemission),BRAIN FORCE HOLDING AG, -kein-," € 25,00 ", -," € 25,00 ", -
09. Jun 1999,Delisted (Neuemission),MAXDATA AG, Industrie," € 31,00 ", -," € 31,00 ", -
08. Jun 1999,General Standard (Neuemission),Your Family Entertainment AG, Medien," € 24,50 ", -," € 24,50 ", -
07. Jun 1999,Delisted (Neuemission),Prodacta AG, Software," € 15,50 ", -," € 15,50 ", -
07. Jun 1999,Delisted (Neuemission),Charles Vögele Holding AG, -kein-," € 141,75 ", -," € 141,75 ", -
02. Jun 1999,Delisted (Neuemission),SZ Testsysteme AG, -kein-," € 12,00 ", -," € 12,00 ", -
02. Jun 1999,Delisted (Neuemission),Kleindienst Datentechnik AG, -kein-," € 24,00 ", -," € 24,00 ", -
02. Jun 1999,Delisted (Notierungsaufnahme),Lobster Network Storage AG, -kein-," € 30,00 ", -," € 30,00 ", -
01. Jun 1999,Prime Standard (Neuemission),Alzchem Group AG, Chemie," € 19,50 ", -," € 19,50 ", -
01. Jun 1999,Quotation Board (Neuemission),AGFA-GEVAERT N.V., -kein-," € 22,00 ", -," € 22,00 ", -
01. Jun 1999,Delisted (Neuemission),Netlife AG, Software," € 26,00 ", -," € 26,00 ", -
31. Mai 1999,Delisted (Notierungsaufnahme),Global TeleSystems Inc., -kein-,None,None," € 73,30 ", -
27. Mai 1999,Delisted (Neuemission),VCL Film + Medien AG, Medien," € 17,00 ", -," € 17,00 ", -
27. Mai 1999,Delisted (Neuemission),Erotik-Abwicklungsgesellschaft Aktiengesellschaft, Handel," € 13,20 ", -," € 13,20 ", -
25. Mai 1999,Prime Standard (Neuemission),ECKERT & ZIEGLER Strahlen- und Medizintechnik AG, Pharma & Gesundheit," € 24,00 ", -," € 24,00 ", -
21. Mai 1999,Delisted (Neuemission),Köhler & Krenzer Fashion AG i.I., Konsumgüter," € 19,00 ", -," € 19,00 ", -
19. Mai 1999,Quotation Board (Neuemission),SHS VIVEON AG, Software," € 21,00 ", -," € 21,00 ", -
18. Mai 1999,Prime Standard (Neuemission),SÜSS MicroTec SE, Technologie," € 12,80 ", -," € 12,80 ", -
17. Mai 1999,Prime Standard (Neuemission),artnet AG, Handel," € 48,00 ", -," € 48,00 ", -
12. Mai 1999,Delisted (Neuemission),HamaTech AG, Industrie," € 9,35 ", -," € 9,35 ", -
12. Mai 1999,Delisted (Neuemission),Sanochemia Pharmazeutika AG, Pharma & Gesundheit," € 19,90 ", -," € 19,90 ", -
11. Mai 1999,Prime Standard (Neuemission),Highlight Communications AG, Medien," € 28,00 ", -," € 28,00 ", -
11. Mai 1999,Delisted (Neuemission),IDS Scheer AG, Software," € 12,50 ", -," € 12,50 ", -
11. Mai 1999,Delisted (Neuemission),infor business solutions AG, Software," € 30,00 ", -," € 30,00 ", -
10. Mai 1999,General Standard (Neuemission),aap Implantate AG, Pharma & Gesundheit," € 11,20 ", -," € 11,20 ", -
10. Mai 1999,Delisted (Neuemission),SVC AG Schmidt · Vogel Consulting, -kein-," € 18,00 ", -," € 18,00 ", -
10. Mai 1999,Delisted (Neuemission),TRIA IT-solutions AG, Software," € 26,00 ", -," € 26,00 ", -
07. Mai 1999,Delisted (Neuemission),MWG-BIOTECH AG, Pharma & Gesundheit," € 27,00 ", -," € 27,00 ", -
07. Mai 1999,Delisted (Neuemission),Gontard & MetallBank AG, Finanzdienstleistung," € 25,50 ", -," € 25,50 ", -
06. Mai 1999,Delisted (Neuemission),Dr. Scheller Cosmetics AG, Konsumgüter," € 7,10 ", -," € 7,10 ", -
04. Mai 1999,Delisted (Neuemission),elexis AG, Industrie," € 7,00 ", -," € 7,00 ", -
03. Mai 1999,General Standard (Neuemission),Sino-German United AG, Industrie," € 17,90 ", -," € 17,90 ", -
28. Apr 1999,Delisted (Neuemission),Deufol SE, Transport & Logistik," € 33,00 ", -," € 33,00 ", -
27. Apr 1999,Delisted (Neuemission),PROUT AG, Konsumgüter," € 15,00 ", -," € 15,00 ", -
26. Apr 1999,Prime Standard (Neuemission),Software AG, Software," € 29,60 ", -," € 29,60 ", -
26. Apr 1999,General Standard (Neuemission),REALTECH AG, Software," € 66,00 ", -," € 66,00 ", -
26. Apr 1999,Delisted (Notierungsaufnahme),TA Triumph Adler AG, Industrie,None,None," € 7,20 ", -
26. Apr 1999,Delisted (Neuemission),ConSors Discount-Broker AG, -kein-," € 76,00 ", -," € 76,00 ", -
26. Apr 1999,Delisted (Neuemission),Heinkel AG, -kein-," € 5,00 ", -," € 5,00 ", -
26. Apr 1999,Delisted (Neuemission),KNORR CAPITAL PARTNER AG, Finanzdienstleistung," € 20,00 ", -," € 20,00 ", -
26. Apr 1999,Delisted (Neuemission),Zapf Creation AG, Konsumgüter," € 19,65 ", -," € 19,65 ", -
22. Apr 1999,Prime Standard (Neuemission),11880 Solutions AG, Telekommunikation," € 47,00 ", -," € 47,00 ", -
21. Apr 1999,Delisted (Neuemission),Rhein Biotech N.V., -kein-," € 29,10 ", -," € 29,10 ", -
21. Apr 1999,Quotation Board (Neuemission),mwb fairtrade Wertpapierhandelsbank AG, Finanzdienstleistung," € 60,00 ", -," € 60,00 ", -
20. Apr 1999,Delisted (Neuemission),Brain Force Financial Solutions AG, -kein-," € 22,00 ", -," € 22,00 ", -
19. Apr 1999,Delisted (Neuemission),EASY SOFTWARE AG, Software," € 65,00 ", -," € 65,00 ", -
19. Apr 1999,Delisted (Neuemission),CPU Softwarehouse AG, Software," € 58,00 ", -," € 58,00 ", -
12. Apr 1999,Delisted (Neuemission),Odeon Film AG, Medien," € 42,00 ", -," € 42,00 ", -
12. Apr 1999,Quotation Board (Notierungsaufnahme),Brüder Mannesmann AG, Handel,None,None," € 9,00 ", -
01. Apr 1999,Delisted (Notierungsaufnahme),EHLEBRACHT AG, Industrie,None,None," € 47,00 ", -
01. Apr 1999,Delisted (Notierungsaufnahme),EHLEBRACHT AG, Industrie,None,None," € 43,00 ", -
31. Mär 1999,Delisted (Neuemission),Edscha AG, -kein-," € 13,00 ", -," € 13,00 ", -
29. Mär 1999,Delisted (Neuemission),debitel AG, -kein-," € 32,00 ", -," € 32,00 ", -
29. Mär 1999,Delisted (Neuemission),Wizcom Technologies Ltd., Technologie," € 17,00 ", -," € 17,00 ", -
29. Mär 1999,Prime Standard (Neuemission),Adtran Networks SE, Technologie," € 39,00 ", -," € 39,00 ", -
26. Mär 1999,Delisted (Neuemission),JUMPtec Industrielle Computertechnik AG, -kein-," € 53,50 ", -," € 53,50 ", -
25. Mär 1999,Prime Standard (Notierungsaufnahme),thyssenkrupp AG, Industrie,None,None," € 18,00 ", -
24. Mär 1999,General Standard (Neuemission),Vivanco Gruppe AG, Technologie," € 18,00 ", -," € 18,00 ", -
23. Mär 1999,Prime Standard (Neuemission),Basler AG, Industrie," € 95,00 ", -," € 95,00 ", -
23. Mär 1999,Delisted (Neuemission),SCHULER AG, Industrie," € 13,00 ", -," € 13,00 ", -
19. Mär 1999,General Standard (Neuemission),MyPhotoAlbum Inc., Software," € 17,00 ", -," € 17,00 ", -
10. Mär 1999,Delisted (Neuemission),MyHammer Holding AG, Software," € 106,00 ", -," € 106,00 ", -
10. Mär 1999,Delisted (Neuemission),BRAIN International AG Software & Consulting, -kein-," € 55,00 ", -," € 55,00 ", -
10. Mär 1999,General Standard (Neuemission),Eyemaxx Real Estate AG, Finanzdienstleistung," € 35,00 ", -," € 35,00 ", -
10. Mär 1999,Prime Standard (Neuemission),Nemetschek SE, Software," € 75,00 ", -," € 75,00 ", -
09. Mär 1999,Prime Standard (Neuemission),MorphoSys AG, Pharma & Gesundheit," € 31,00 ", -," € 31,00 ", -
04. Mär 1999,Prime Standard (Neuemission),Amadeus Fire AG, Industrie," € 12,00 ", -," € 12,00 ", -
02. Mär 1999,Prime Standard (Neuemission),MVV Energie AG, Versorger," € 16,10 ", -," € 16,10 ", -
01. Mär 1999,Delisted (Neuemission),i:FAO AG, Software," € 65,00 ", -," € 65,00 ", -
26. Feb 1999,General Standard (Neuemission),Neschen AG, Industrie," € 14,60 ", -," € 14,60 ", -
26. Feb 1999,General Standard (Neuemission),Medion AG, Industrie," € 150,00 ", -," € 150,00 ", -
22. Feb 1999,Delisted (Neuemission),PrimaCom AG, Technologie," € 38,50 ", -," € 38,50 ", -
16. Feb 1999,Prime Standard (Notierungsaufnahme),FORTEC Elektronik Aktiengesellschaft, Technologie," € 33,50 ", -," € 33,50 ", -
16. Feb 1999,Delisted (Neuemission),UTIMACO Safeware AG, Software," € 210,00 ", -," € 210,00 ", -
08. Feb 1999,General Standard (Neuemission),Intertainment AG, Medien," € 140,00 ", -," € 140,00 ", -
08. Feb 1999,Delisted (Notierungsaufnahme),Degussa AG, Chemie,None,None," € 36,50 ", -
03. Feb 1999,Delisted (Neuemission),CineMedia Film AG, Medien," € 75,00 ", -," € 75,00 ", -
03. Feb 1999,Delisted (Neuemission),Vestcorp AG, -kein-," € 19,00 ", -," € 19,00 ", -
29. Jan 1999,General Standard (Neuemission),Wild Bunch AG, Medien," € 135,00 ", -," € 135,00 ", -
25. Jan 1999,General Standard (Neuemission),TDMi AG, Software," € 45,00 ", -," € 45,00 ", -
22. Dez 1998,General Standard (Notierungsaufnahme),Heidelberger Beteiligungsholding AG, Finanzdienstleistung,None,None," DEM 175,00 ", -
17. Dez 1998,Delisted (Neuemission),OAR Consulting AG, -kein-," DEM 40,50 ", -," DEM 40,50 ", -
15. Dez 1998,Prime Standard (Neuemission),PNE AG, Industrie," DEM 66,00 ", -," DEM 66,00 ", -
09. Dez 1998,Delisted (Notierungsaufnahme),Cybernet Internet Services International Inc., -kein-," DEM 62,00 ", -," DEM 62,00 ", -
08. Dez 1998,Delisted (Neuemission),Centrotec SE, Industrie," DEM 135,00 ", -," DEM 135,00 ", -
04. Dez 1998,Delisted (Neuemission),tecis Holding AG, -kein-," DEM 90,00 ", -," DEM 90,00 ", -
30. Nov 1998,Prime Standard (Neuemission),All for One Group SE, Software," DEM 35,00 ", -," DEM 35,00 ", -
30. Nov 1998,Delisted (Neuemission),COMPUTEC MEDIA AG, Medien," € 43,97 ", -," € 43,97 ", -
30. Nov 1998,Delisted (Neuemission),Curanum AG, Pharma & Gesundheit," DEM 26,50 ", -," DEM 26,50 ", -
30. Nov 1998,Prime Standard (Neuemission),LPKF Laser & Electronics SE, Industrie," DEM 100,00 ", -," DEM 100,00 ", -
23. Nov 1998,Delisted (Neuemission),Teleplan International N.V., Industrie," DEM 46,50 ", -," DEM 46,50 ", -
17. Nov 1998,Prime Standard (Notierungsaufnahme),Mercedes-Benz Group AG, Automobil,None,None," DEM 142,20 ", -
17. Nov 1998,Delisted (Neuemission),mb Software AG, Software," DEM 70,00 ", -," DEM 70,00 ", -
09. Nov 1998,General Standard (Neuemission),B+S Banksysteme Aktiengesellschaft, Software," DEM 149,50 ", -," DEM 149,50 ", -
09. Nov 1998,Basic Board (Neuemission),CeoTronics AG, Technologie," DEM 75,00 ", -," DEM 75,00 ", -
29. Okt 1998,Delisted (Neuemission),Herzog TELECOM AG i.I., Telekommunikation," DEM 38,50 ", -," DEM 38,50 ", -
28. Okt 1998,Delisted (Neuemission),NTT Com Security AG, Software," DEM 120,00 ", -," DEM 120,00 ", -
07. Okt 1998,Delisted (Neuemission),IXOS Software AG, -kein-," DEM 180,00 ", -," DEM 180,00 ", -
23. Sep 1998,General Standard (Neuemission),Fritz Nols AG, Finanzdienstleistung," DEM 96,50 ", -," DEM 96,50 ", -
21. Sep 1998,Delisted (Neuemission),Micrologica AG, Software," DEM 68,00 ", -," DEM 68,00 ", -
21. Sep 1998,Delisted (Neuemission),MISTRAL Media AG, Medien," DEM 90,50 ", -," DEM 90,50 ", -
